DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"ALUMNI","JOHNS193","Donor_Thank_You_Letters","Scholarship Donors","Alumni.Finance","Scholarship Donor Analysis","CSV Report","Scholarship Donors Report","N",,"N"
"COMP","COMP","Attrition 200880","Group Data","Student.Attendance","Attrition Analysis","CSV Report","Group Data Report","N",,"N"
"COMP","COMP","TEDU Gateway","Gateway Application","Student.TEDU Program","TEDU & MAED Analysis","CSV Report","Gateway Application Report","N",,"N"
"PAYROLL","COMP","HR - Service Award Report","Awards by Division - 5,10,15,20,25 Years","Human Resources.HR Data Custodian Reports","Service Award Reports","CSV Report","Service Awards by Div-Dept-Name","N","CSV File of Service Awards by Division, department and employee name.","N"
"PAYROLL","COMP","HR - Service Award Report","Years of Service - All Employees","Human Resources.HR Data Custodian Reports","Service Award Reports","CSV Report","Service Awards by Emp Name","N","CSV File of Service Awards sorted by Employee Name.","N"
"PAYROLL","COMP","HR - Service Award Report","Current Hire Date NE Adjusted Years Svc","Human Resources.HR Data Custodian Reports","Service Award Reports","CSV Report","Service Awards File of Current Hire Date NE Adjusted Service Date","N","CSV File of employee's current hire date not equal to the adjusted service date.","N"
"COMP","COMP","TEDU Gateway","Gateway Application","Student.TEDU Program","TEDU & MAED Analysis","CSV Report","Gateway Application Report","N",,"N"
"PAYROLL","COMP","Budget - Fiscal Year Expense Report","Summary for FYR","Budget.HR Budget Reports","Monthly Salary Expense - CY",,,"N",,"N"
"PAYROLL","COMP","Budget - Labor Distributions CYTD","CYTD by Payno, Earn Code, Emp Name","Human Resources.Departmental HR Reports","Employee Primary Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N",,"N"
"PAYROLL","COMP","Budget - Labor Distributions FYTD","FYTD by Payno, Earn Code, Emp Name","Human Resources.Departmental HR Reports","Employee Primary Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N",,"N"
"PAYROLL","COMP","Budget - Labor Distributions FYTD","FYTD by Payno, Earn Code, Emp Name, Acct Code","Human Resources.Departmental HR Reports","Employee Primary Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N",,"N"
"PAYROLL","COMP","Budget - Labor Distributions FYTD","FYTD by additional parameters","Human Resources.Departmental HR Reports","Employee Primary Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N",,"N"
"PAYROLL","COMP","Budget - Labor Distributions FYTD","in progress - do not use","Human Resources.Departmental HR Reports","Employee Primary Labor Distributions","CSV Report","Employee Primary Job Labor Distributions Report","N",,"N"
"PAYROLL","COMP","Monthly Salary Expense by Year, Position and FGBOPAL","Calendar Year","Budget.HR Budget Reports","Monthly Salary Expense - CY",,,"N",,"N"
"PAYROLL","COMP","Monthly Salary Expense by Year, Position and FGBOPAL","Fiscal Year","Budget.HR Budget Reports.HR Budget Administrative Reports","Salary Expense Report FYTD","CSV Report","Salary Expenses FYTD CSV File","N",,"N"
"PAYROLL","COMP","Quarterly Salary Expense Report - Budget Office","Quarterly Salary Expenses","Budget.HR Budget Reports.HR Budget Administrative Reports","Salary Expense Report QYTD","CSV Report","Quarterly Salary Expense Report by Emp Name","N",,"N"
"COMP","COMP","FY19 Utilities","FY19 Campus","Finance.Budget Reports","Capital Project Analysis","CSV Report","Main Utilities Report","N",,"N"
"COMP","COMP","FY19 Utilities","FY19 AC","Finance.Budget Reports","Capital Project Analysis","CSV Report","AC Utilities Report","N",,"N"
"COMP","COMP","FY19 Utilities","FY20 Campus","Finance.Budget Reports","Capital Project Analysis","CSV Report","Main Utilities Report","N",,"N"
"COMP","COMP","FY19 Utilities","FY20 AC","Finance.Budget Reports","Capital Project Analysis","CSV Report","AC Utilities Report","N",,"N"
"COMP","COMP","Plant Hourly","FY20 Overview","Finance.Budget Reports","Capital Project Analysis","CSV Report","Plant Hourly Overview Report","N",,"N"
"COMP","COMP","Plant Hourly","FY20 Hourly Detail","Finance.Budget Reports","Capital Project Analysis","CSV Report","Plant Hourly Detail Report","N",,"N"
"INSTR","COMP","Student Transfer Credits By Institution","Credit Breakdown by Z# No Term","Student.Registration","Outside Transfer Course Analysis","CSV Report","Student Detail Report","N",,"N"
"AUTOMIC",,"STUDENT","IR_TOS_APPLIED_TO_GRADUATE.sql","Student.Graduation","Graduation Analysis","Extract Report","IR - TOS - Applied to Graduate Report","N",,"N"
"AUTOMIC",,"STUDENT","IR_TOS_GRADUATED.sql","Student.Graduation","Graduation Analysis","Extract Report","IR - TOS - Graduated Report","N",,"N"
"ALUMNI","JOHNS193","Stockton_Employee_Contact_List","Adjunct Contact List","Alumni","Constituent Analysis","CSV Report","Contact List Report - Adjuncts","N",,"N"
"ALUMNI","JOHNS193","Stockton_Employee_Contact_List","Current Student Worker Contact List","Alumni","Constituent Analysis","CSV Report","Contact List Report - Student Workers","N",,"N"
"COMP","COMP","Grad Finale Reports","Grad Finale Basic Search","Student.Graduation","Graduation Analysis","Extract Report","Ticket Information Report","N",,"N"
"COMP","COMP","Grad Finale Reports","Grad Finale Basic Search - Pre 201720","Student.Graduation","Graduation Analysis","Extract Report","Ticket Information Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Event Attendence","Alumni","Event Analysis","CSV Report","Event Attendance Report","N",,"N"
"ALUMNI","JOHNS193","Pledge-Reports-RJ","Gift info detail by FY, Gift Type and Campaign - not working","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report","N",,"N"
"ALUMNI","JOHNS193","Prospect_Project_Report","Project_RPT","Alumni","Constituent Analysis","CSV Report","Project Report","N",,"N"
"ALUMNI","JOHNS193","Phone-A-Thon-Report","Phone-A-Thon (PART)","Alumni","Constituent Analysis","Extract Report","Phone-A-Thon Report - with Additional Info","N",,"N"
"ALUMNI","JOHNS193","Commitment_and_Cash_Report","Cash_Report","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report","N",,"N"
"ALUMNI","JOHNS193","Commitment_and_Cash_Report","GIK_and_all_Other_Phil_Gifts_Commitments","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Giving - by Fiscal Year","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Summary Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Event - by Fiscal Year","Alumni","Event Analysis","CSV Report","Event Attendance Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Volunteers - by Fiscal Year","Alumni","Volunteer Analysis","CSV Report","Volunteer Detail Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Total # of Engaged Alumni by Fiscal Year","Alumni","Constituent Analysis","Crosstab","Engagement Summary - by Year","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Total # of Engaged + Alumni who Gave - by Fiscal Year","Alumni","Constituent Analysis","Crosstab","Engagement Summary - by Year","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Engagement Grid - by Month and Year","Alumni","Constituent Analysis","CSV Report","Engagement Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Giving - by Month and Year","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Summary Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Event - by Month and Year","Alumni","Event Analysis","CSV Report","Event Attendance Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Alumni Volunteers - by Month and Year","Alumni","Volunteer Analysis","CSV Report","Volunteer Detail Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Total # of Engaged Alumni by Month and Year","Alumni","Constituent Analysis","Crosstab","Engagement Summary - by Month","N",,"N"
"ALUMNI","JOHNS193","Alumni_Engagement_Report","Total # of Engaged + Alumni who Gave - by Month Year","Alumni","Constituent Analysis","Crosstab","Engagement Summary - by Month","N",,"N"
"COMP","COMP","Credit Ranges","Selected Ranges","Student.Registration.Pre-Registration","Credit Analysis","MultiColumn ListBox","Counts by Credit Range","N",,"N"
"COMP","COMP","Credit Ranges","Selected Points","Student.Registration.Pre-Registration","Credit Analysis","MultiColumn ListBox","Credits Equal To","N",,"N"
"COMP","COMP","Credit Ranges","Selected Points 2","Student.Registration.Pre-Registration","Credit Analysis","MultiColumn ListBox","Counts by Point","N",,"N"
"COMP","COMP","Credit Ranges","Enter Credit Range","Student.Registration.Pre-Registration","Credit Analysis","MultiColumn ListBox","Counts by Point","N",,"N"
"COMP","COMP","Credit Ranges","Every Credit Point","Student.Registration.Pre-Registration","Credit Analysis","MultiColumn ListBox","Counts by Point","N",,"N"
"COMP","COMP","Credit Ranges","0, 32, and 64  Credit Points","Student.Registration.Pre-Registration","Credit Analysis","CSV Report","Student Detail Report","N",,"N"
"COMP","COMP","Credit Ranges","All Credits","Student.Registration.Pre-Registration","Credit Analysis","CSV Report","Student Detail Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting","Donor_Retention_Phil_Report-(outright, soft giving)","Alumni","Constituent Analysis","CSV Report","Philanthropic Donors Report","N","Missing ""Last 8 Gifts""","N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting","Lapsed_Donor_Reacquire_Phil_Report-(outright, soft giving)","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Lapsed Donors Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting","Donor_Giving_Channel_Phil_Report-(outright, soft giving)","Alumni","Constituent Analysis","CSV Report","Philanthropic Donors Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting","Donor_Increase_Phil_Report-(outright, soft giving)","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Increased Philanthropic Giving Report","N",,"N"
"ALUMNI","JOHNS193","Fund_Reporting","Sue_Foundation_Fund_Report","Alumni.Finance","Foundation Fund Analysis","CSV Report","Fund Detail Report - Veteran Funds","N",,"N"
"SATURN","GLASSA","Graduation_File_Purge","OSR5021","Student.Graduation","Graduation Analysis","CSV Report","File Purge Report","N",,"N"
"ADMISSIONS","COMP","Scholarship List - Financial Aid","All","Financial Aid.Scholarships","Scholarship Analysis","CSV Report","High School Info Report","N",,"N"
"ADMISSIONS","PATELS2","Report for Reporting","Report .2013","Admissions","Admitted Student Analysis","CSV Report","Graduate Student Report","N",,"N"
"ADMISSIONS","GLASSA","GRADDeans' New Student Report","Deans' New Student Report","Admissions","Admitted Student Analysis","CSV Report","Dean's New Student Report","N",,"N"
"ADMISSIONS","COMP","Report of NMAT Applicants in SAAEAPS","Dual High School FERPA Release","Admissions","NMAT Applicant Analysis","CSV Report","FERPA Release Report - Dual-Credit High School","N",,"N"
"ADMISSIONS","COMP","E-mail Info for Paid Admits RSCS only","Email Info for Paid Admits","Admissions","Admitted Student Analysis","CSV Report","Email Addresses Report","N",,"N"
"SATURN","COMP","Mailroom","Broken Boxes","Mailroom","Mailroom Analysis","Crosstab","Broken Boxes","N",,"N"
"SATURN","COMP","Mailroom","Available Boxes","Mailroom","Mailroom Analysis","Crosstab","Available Boxes","N",,"N"
"SATURN","COMP","Mailroom","No Housing with a Box - 2018","Mailroom","Mailroom Analysis","CSV Report","Active Box, No Active Housing Report","N",,"N"
"SATURN","COMP","Mailroom","Graduating Students","Mailroom","Mailroom Analysis","CSV Report","Graduating Students Report","N",,"N"
"SATURN","COMP","Mailroom","Housing Needs Box adjustment - 2018","Mailroom","Mailroom Analysis","CSV Report","Active Box, Needs Adjustment Report","N",,"N"
"SATURN","COMP","Mailroom","RSC Name and Box","Mailroom","Mailroom Analysis","CSV Report","Student Detail Report","N",,"N"
"SATURN","COMP","Mailroom","RSC Assigned Mailbox report from date","Mailroom","Mailroom Analysis","CSV Report","Student Detail Report","N",,"N"
"SATURN","COMP","Mailroom","AC Assigned Mailbox report from date","Mailroom","Mailroom Analysis","CSV Report","Student Detail Report","N",,"N"
"ALUMNI","JOHNS193","Prospect_Report","GG&A Comparison Report with Contact Information","Alumni","Constituent Analysis","CSV Report","GG&A Comparison Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Alumni Data by Special Activity Code","Alumni Data by Special Activity Code","Alumni","Constituent Analysis","CSV Report","Activity Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Email_Report","Alumni Email no AMC, EMC","Alumni","Constituent Analysis","CSV Report","Email Addresses Report - Excluding AMC, EMC","N",,"N"
"ALUMNI","JOHNS193","Alumni_Email_Report","Alumni Email no AMC, EMC Full Report","Alumni","Constituent Analysis","CSV Report","Email Addresses Report - Excluding AMC, EMC","N",,"N"
"ALUMNI","JOHNS193","Alumni_Email_Report","Alumni Email no AMC, EMC, EML","Alumni","Constituent Analysis","CSV Report","Email Addresses Report - Excluding AMC, EMC, EML","N",,"N"
"ALUMNI","JOHNS193","Alumni_Email_Report","Alumni Email no AMC, EMC, EML Full Report","Alumni","Constituent Analysis","CSV Report","Email Addresses Report - Excluding AMC, EMC, EML","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Gift Donor Detail w Address and GG&A data","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with GG&A Info","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Gift Donor Query by Comments","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Monthly_Transactions_receipts","Pledge Donor Detail","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Detail Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Gift Donor Detail w Address","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Gift Donor Detail no Address","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Summary by Designation","Alumni.Gifts & Pledges","Designation Analysis","CSV Report","Designation Gifts Report - with Pledge Amounts","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Pledge Donor Detail","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Detail Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Gift Donor Query by Comments","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","ADADESG-Data-RJ","ADADESG Data","Alumni","Designation Analysis","MultiColumn ListBox","Sort by Designation","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Pledge Donor Detail Summary by Fund","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Detail Report","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Gift Donor Detail no Address by Solc Code","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report","N",,"N"
"ALUMNI","JOHNS193","Monthly Transactions","Gift Dnr Det w Addr & Gift Club","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Gift Receipts Report - with Address Info","N",,"N"
"ALUMNI","JOHNS193","Foundation Financial Reports","Report by Fund","Finance.Budget Report","Disbursment Analysis","Crosstab","Disbursement Summary","N",,"N"
"ALUMNI","JOHNS193","Clean-up Data for gender, marital status, CHD & SPA cross reference-RJ","Clean-up  List","Alumni","Relationship Analysis","CSV Report","Relationship Detail Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Unique Alumni Attendees List","Alumni","Event Analysis","CSV Report","Lifetime Event Summary Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of First Time Alumni Attendees List","Alumni","Event Analysis","CSV Report","First Time Event Attendance Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Volunteers","Alumni","Event Analysis","Crosstab","Volunteer Summary","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Volunteers List","Alumni","Event Analysis","CSV Report","Volunteer Summary Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Vol Opportunities List","Alumni","Event Analysis","MultiColumn ListBox","Sort by Events","N",,"N"
"ALUMNI","JOHNS193","Phone-A-Thon-Report","Phone-A-Thon (ALUM)","Alumni","Constituent Analysis","Extract Report","Phone-A-Thon Report - with Additional Info","N",,"N"
"ALUMNI","JOHNS193","Donor_Thank_You_Letters","Engage_Upload","Alumni.Finance","Scholarship Donor Analysis","CSV Report","Engage Upload Report","N",,"N"
"ALUMNI","JOHNS193","Lost-Alumni","Lost Alumni","Alumni","Constituent Analysis","CSV Report","Data Audit - Lost Alumni Report","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Degree Year List","Alumni","Constituent Analysis","MultiColumn ListBox","Sort by Class","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Degree List","Alumni","Constituent Analysis","CSV Report","Degree List Report","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Pref Colleges List","Alumni","Constituent Analysis","CSV Report","Colleges List Report","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Degree Type List","Alumni","if needed, please","request ""Sort by Level""","to be added to dashboard.","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Concentrations List","Alumni","Constituent Analysis","CSV Report","Concentrations List Report","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Minor List","Alumni","Constituent Analysis","CSV Report","Minor List Report","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Major List","Alumni","Constituent Analysis","CSV Report","Major List Report","N",,"N"
"ALUMNI","JOHNS193","Degree_Reporting","Stockton_Degree_Report","Alumni","Constituent Analysis","CSV Report","Degree Report","N",,"N"
"ALUMNI","JOHNS193","Report_of_Impact","Cabinet_Gifts_Participation_SS_by_FY","Alumni.Gifts & Pledges","Gift Analysis","Crosstab","Cabinet Participation Summary","N",,"N"
"ALUMNI","JOHNS193","Report_of_Impact","Found_Board_Gifts_Participation_SS_by_FY","Alumni.Gifts & Pledges","Gift Analysis","Crosstab","Foundation Board Participation Summary","N",,"N"
"ALUMNI","JOHNS193","Ruffalo_Cody","RUFFALO CODY - PART",,,,"Broken in Discoverer","N",,"N"
"ALUMNI","JOHNS193","Ruffalo_Cody","RUFFALO CODY - FRND",,,,"Broken in Discoverer","N",,"N"
"ALUMNI","JOHNS193","Ruffalo_Cody","RUFFALO CODY - Parents not designated constituent Ruffalo Cody","Alumni","Relationship Analysis","CSV Report","Data Audit - Alumni Reference Missing Report","N",,"N"
"ALUMNI","JOHNS193","Veteran_Reporting","Alumni_Veteran_Reporting","Alumni","Constituent Analysis","Extract Report","Veteran Report","N",,"N"
"ALUMNI","JOHNS193","Veteran_Reporting","All_Veteran_Reporting","Alumni","Constituent Analysis","Extract Report","Veteran Report","N",,"N"
"ALUMNI","JOHNS193","Veteran_Reporting","Veteran_Fund_Gift_Reporting","Alumni","Constituent Analysis","Extract Report","Veteran Report","N",,"N"
"ALUMNI","JOHNS193","Alumni-Data-by-Special-Activity-Code-Sports","Sports-Activity-Codes","Alumni","Constituent Analysis","MultiColumn ListBox","Sort by Activities","N",,"N"
"ALUMNI","JOHNS193","Alumni-Data-by-Special-Activity-Code-Sports","Alumni Data by Special Activity Code","Alumni","Constituent Analysis","CSV Report","Activity Report","N",,"N"
"ALUMNI","JOHNS193","Alumni-Data-by-Special-Activity-Codes-Athletics-Department","Alumni Data by Special Activity Code (Sports)","Alumni","Constituent Analysis","CSV Report","Activity Report","N",,"N"
"ALUMNI","JOHNS193","Alumni-Data-by-Special-Activity-Codes-Athletics-Department","Sports-Activity-Codes","Alumni","Constituent Analysis","MultiColumn ListBox","Sort by Activities","N",,"N"
"ALUMNI","JOHNS193","Pledge_Installment_Report","Expected_Pledge_Installment","Alumni.Gifts & Pledges","Pledge Analysis","Crosstab","Expected Pledge Summary","N",,"N"
"ALUMNI","JOHNS193","Pledge_Installment_Report","Expected_Pledge_Installment_Detail","Alumni.Gifts & Pledges","Pledge Analysis","Crosstab","Expected Pledge Detail","N",,"N"
"ALUMNI","JOHNS193","Pledge_Installment_Report","Pledge_Installment_Schedule","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Installment Detail Report","N",,"N"
"ALUMNI","JOHNS193","Pledge_Installment_Report","Pledge_Installment_Details","Alumni.Gifts & Pledges","Pledge Analysis","CSV Report","Pledge Installment Detail Report","N",,"N"
"ALUMNI","JOHNS193","Foundation_Board_and_PCABIN_Giving_Report","Impact Reporting Alll constituents (Only Givers)","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Impact Report","N",,"N"
"ALUMNI","JOHNS193","Foundation_Board_and_PCABIN_Giving_Report","P_Cabinet_Gifts_Participation_SS_by_FY","Alumni.Gifts & Pledges","Gift Analysis","Crosstab","Cabinet Participation Summary","N",,"N"
"ALUMNI","JOHNS193","Foundation_Board_and_PCABIN_Giving_Report","Found_Board_Gifts_Participation_SS_by_FY","Alumni.Gifts & Pledges","Gift Analysis","Crosstab","Foundation Board Participation Summary","N",,"N"
"ALUMNI","JOHNS193","Foundation_Board_and_PCABIN_Giving_Report","P_Cabinet_Giving_and_non_Giving_by_Fiscal_Year","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Cabinet Gift Report","N",,"N"
"ALUMNI","JOHNS193","Foundation_Board_and_PCABIN_Giving_Report","Foundation_Board_Giving_and_non_Giving_by_Fiscla_Year","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Foundation Board Gift Report","N",,"N"
"ALUMNI","JOHNS193","Faculty_Staff_Giving_Report","Facualty and Staff Giving","Alumni","Constituent Analysis","Extract Report","Faculty/Staff Giving Report - First and Last Gift","N",,"N"
"ALUMNI","JOHNS193","Stockton_Society_Reporting","Stockton Society Gift Report by Fiscal Year","Alumni.Gifts & Pledges","Gift Analysis","Extract Report","Stockton Society Gift Report","N",,"N"
"COMP","COMP","Honors Reports","Honor Student Compare to Scholarship with term outcome","Admissions.Honors","Honors Admits Analysis","CSV Report","Scholarship Comparison Report","N",,"N"
"COMP","COMP","Honors Reports","Honor Student Compare To Scholarship Summary by Adm Term","Admissions.Honors","Honors Admits Analysis","CSV Report","Scholarship Comparison Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting","First_Time_Phil_Gift_Report-(outright & soft giving)","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","First Time Philanthropic Donors Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Lapsed Donor Reacquire RPT","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Lapsed Donors Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","First Time Donor RPT (Curr FY)","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","First Time Donors Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Donor Retention RPT (5 Years)","Alumni","Constituent Analysis","CSV Report","Philanthropic Donors Report - 5 Years Consecutive","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Consecutive Donor RPT (5 Years)","Alumni","Constituent Analysis","CSV Report","Consecutive Donors Report - 2 Years","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Donor Increase RPT","Alumni.Gifts & Pledges","Gift Analysis","CSV Report","Increased Philanthropic Giving Report","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Consecutive Donor Report (All)","Alumni","Constituent Analysis","CSV Report","Consecutive Donors Report - 2 Years","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Donor Giving Channel RPT (SC)","Alumni.Gifts & Pledges","Annual Giving Analysis","CSV Report","Giving Report - by Solicitation Code","N",,"N"
"ALUMNI","JOHNS193","Annual_Giving_Reporting-Original","Donor Giving Channel RPT (GT)","Alumni.Gifts & Pledges","Annual Giving Analysis","CSV Report","Giving Report - by Gift Type","N",,"N"
"COMP","COMP","Enrollment Count Reports_SUMMER","Detail Data","Student.Registration","Summer Registration History","CSV Report","Student Detail Report","N",,"N"
"COMP","COMP","Enrollment Count Reports_SUMMER","FTE by Class Code","Student.Registration","Summer Registration History","PDF Report","Counts by Class Report","N",,"N"
"COMP","COMP","Enrollment Count Reports_SUMMER","Undergraduate Headcount","Student.Registration","Summer Registration History","PDF Report","Counts by Class Report","N",,"N"
"COMP","COMP","Veteran Cohort Graduation","By Term","Student.Veterans","Veteran Analysis","CSV Report","Degree Information Report","N",,"N"
"COMP","COMP","New Veterans","By Term","Student.Veterans","Veteran Analysis","CSV Report","Admitted Veterans Report","N",,"N"
"COMP","COMP","EOF Reporting","EOF Students by College and Major","Student.Registration","Course Enrollment Status Analysis","CSV Report","EOF Students Report","N",,"N"
"COMP","COMP","Preceptor  Evaluations","By Preceptor - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor  Evaluations","By Division - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor  Evaluations","For College - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor  Evaluations","Summary Percentages","Student.Advising","Preceptor Evaluations Analysis","Crosstab","Percentage Responding Summary","N",,"N"
"COMP","COMP","Preceptor  Evaluations","By Division All Preceptor - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor  Evaluations","By Preceptor - Overall Satisfaction","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Overall Satisfaction Report","N",,"N"
"COMP","COMP","Preceptor  Evaluations","By Division - Overall Satisfaction","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Overall Satisfaction Report","N",,"N"
"COMP","COMP","Preceptor  Evaluations","For College - Overall Satisfaction","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Overall Satisfaction Report","N",,"N"
"COMP","COMP","Preceptor  Evaluations","Comments by Preceptor","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Comments Report","N",,"N"
"COMP","COMP","Preceptor  Evaluations","Comments Division - All Preceptor","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Comments Report","N",,"N"
"SATURN","COMP","Generic Hold","Active Holds by Number","Student.Holds","Student Hold Analysis","CSV Report","Active Holds Report","N",,"N"
"SATURN","COMP","Immunization Holds","Active Holds by Number","Student.Holds","Student Hold Analysis","CSV Report","Active Immunization Holds Report","N",,"N"
"SATURN","COMP","Registered Students with Housing","By Term","Student.Registration","Course Enrollment Status Analysis","CSV Report","Housing Information Report","N",,"N"
"FAISMGR","FREEMAND","NCAA","Multiple worksheets...","Financial Aid","NCAA Annual Reporting",,,"N",,"N"
"FAISMGR","COMP","NCAA_Fixed","Multiple worksheets...","Financial Aid","NCAA Annual Reporting",,,"N",,"N"
"FAISMGR","FREEMAND","Scholarship Recipients who did not file FAFSA","Did not file FAFSA","Financial Aid.Scholarships","Scholarship Analysis","CSV Report","Scholarship Recipients Report - No FAFSA for Next Aid Year","N",,"N"
"FAISMGR","FREEMAND","Scholarship Recipients who did not file FAFSA","Did not file FAFSA with e-mail address","Financial Aid.Scholarships","Scholarship Analysis","CSV Report","Scholarship Recipients Report - No FAFSA for Next Aid Year","N",,"N"
